"('green', None, None, 'forward', 'forward')",1.314,0,1.7458633806306865,0
"('green', None, None, 'right', 'forward')",0,0,1.419832511516737,0
"('red', 'left', None, None, 'left')",0,0,0,2.016446718231638
"('green', 'right', None, None, 'right')",1.314,0,0,0
"('green', None, None, 'right', 'right')",0,0,0,1.9798200000000001
"('red', 'forward', None, None, 'forward')",0,-0.9,0,2.2477208615337543
"('green', None, None, None, 'left')",2.2615398033524188,1.779606608318406,3.0852803996188944,1.8874587121014592
"('red', 'left', None, None, 'forward')",1.6651296830622182,-0.9,0,1.0499999999999998
"('red', None, 'left', None, 'right')",0,0,0,3.1144154129895787
"('red', None, 'left', None, 'forward')",0,0,0,4.435616370621354
"('red', 'left', None, None, 'right')",1.314,-0.9,0,0
"('green', None, 'forward', 'left', 'right')",0,0,0,0
"('green', 'right', None, None, 'forward')",0,0,0,1.0499999999999998
"('green', None, None, 'right', None)",0,0,0,0
"('green', None, 'right', None, 'forward')",0,0,1.6092170474834244,0
"('red', None, None, None, 'left')",1.6666666666666665,-0.333333333348198,-0.3333333300024797,1.2369861736681602
"('red', None, 'forward', None, 'forward')",0,-0.9,-0.9,0
"('green', None, None, None, 'forward')",2.573132601629243,11.066603803363275,1.6778168568979512,1.2093183059351205
"('green', None, 'right', None, 'left')",0,1.4144284319333689,0,0
"('green', None, 'forward', None, 'forward')",0,0,4.568176292974032,0
"('red', None, None, 'forward', 'right')",0,0,0,0
"('red', None, None, 'right', 'right')",0,0,0,0
"('red', None, None, 'forward', 'forward')",0,-0.9,0,0
"('green', None, None, None, None)",0,0,0,0
"('red', 'forward', None, None, 'left')",0,0,0,0
"('red', None, None, None, 'right')",2.003215541911822,0.2162064151441525,0.25066163534424823,2.7147280139455137
"('green', None, None, 'right', 'left')",0.9,0,0,0
"('green', None, None, 'left', 'right')",2.0505533955115043,1.6489515291342494,0,3.2360172422676734
"('red', 'forward', None, None, 'right')",0,-0.9,0,0
"('green', None, None, 'left', 'left')",0,1.715979148803084,0,0
"('green', None, 'forward', 'forward', 'right')",0,1.4572813881905766,0,0
"('green', None, 'left', 'right', 'right')",0,0,0,0
"('green', None, 'right', None, 'right')",1.314,0,0,0
"('green', None, 'left', None, 'forward')",0,6.412128199537381,0,0
"('red', None, None, None, None)",0,0,0,0
"('green', None, 'left', None, 'left')",0,1.0499999999999998,0,0
"('green', None, None, 'left', 'forward')",0,3.2517862002440694,0,0
"('red', None, 'right', None, 'right')",0,0,0,2.919648666997469
"('green', 'left', None, None, 'forward')",1.50444,2.74789909228225,0,0
"('green', 'forward', None, None, 'forward')",0.9,0,0,0
"('red', None, None, None, 'forward')",1.666666666666667,-0.2819834131743553,-0.33333333333034104,1.6256662020351964
"('red', 'right', None, None, 'forward')",0,0,-0.9,0
"('red', None, None, 'left', 'right')",0,0,0,2.4000000000000004
"('green', 'forward', None, None, 'left')",0,1.6335154841641268,0,0
"('green', None, 'forward', None, 'left')",0.9,0,0,0
"('green', None, None, 'forward', 'left')",1.314,0,2.6825598790411833,0
"('green', None, 'left', None, None)",0,0,0,0
"('red', None, None, 'right', 'forward')",0,0,0,1.4319559478611479
"('red', 'right', None, None, 'right')",0,0,0,0
"('green', None, None, 'forward', 'right')",0,1.8470400598236039,0,0
"('green', 'left', None, None, 'left')",0.9,0,0,0
"('green', None, None, None, 'right')",2.395398221476294,1.5996837131121338,1.7484350612668966,2.7288075450398477
"('green', 'forward', None, None, 'right')",0,0,0,0
"('green', 'left', None, None, 'right')",1.5920424,0,0,2.999111538050715
"('green', None, 'left', None, 'right')",0,1.9964617294212592,0,0
